DataSet,Title,Organism,Platform,Series,samples
GDS2744,Dioxin effect on breast cancer cell line (HG-U133A),Homo sapiens,GPL96,GSE7765,6
GDS2735,Metastatic melanoma: peripheral blood lymphocytes,Homo sapiens,GPL887,GSE6887,46
GDS2710,Salt-sensitive hypertension model: kidney,Rattus norvegicus,GPL1355,GSE4800,6
GDS2782,Androgen response element specific DNA-binding polyamide effect on dihydrotestoterone-stimulated prostate cell line,Homo sapiens,GPL570,GSE7708,14
GDS2738,Ketogenic diet effect on the liver,Mus musculus,GPL1261,GSE7699,6
GDS2702,Topoisomerase IIbeta deficiency effect on the developing embryonic brain,Mus musculus,GPL81,GSE5458,6
GDS2737,Endometriosis,Homo sapiens,GPL570,GSE6364,37
GDS2724,Transcriptional regulators Bmi-1 and Mel-18 depletion effect on medulloblastoma cell line,Homo sapiens,GPL570,GSE7578,15
GDS2721,Pubertal mammary gland development,Mus musculus,GPL339,GSE6453,14
GDS2681,Caloric restriction effect on aged cochlea,Mus musculus,GPL1261,GSE4786,9
GDS3017,Cervical cancer response to chemoradiotherapy,Homo sapiens,GPL2895,GSE3578,156
GDS2937,Olfactory marker protein deficiency effect on the olfactory epithelium,Mus musculus,GPL1261,GSE4927,6
GDS2778,"1,2,4-benzenetriol effect on peripheral blood mononuclear cells in vitro",Homo sapiens,GPL571,GSE7664,16
GDS2698,Synovial sarcoma model,Mus musculus,GPL1261,GSE6461,9
GDS2685,Nitrosomonas europaea response to chloroform,Nitrosomonas europaea,GPL4617,GSE6488,6
GDS2684,Nitrosomonas europaea response to chloromethane,Nitrosomonas europaea,GPL4617,GSE6594,6
GDS3240,Scarlet Runner Bean globular-stage embryo,Phaseolus coccineus...,GPL4592,GSE7592,4
GDS2751,Pocket protein ortholog lin-35 null mutant at various stages of development,Caenorhabditis elegans,GPL200,GSE6547,18
GDS2697,Teratozoospermia (HG-U133 2.0 ),Homo sapiens,GPL570,GSE6872,21
GDS2696,Teratozoospermia (Human-6 BeadChip),Homo sapiens,GPL2507,GSE6967,13
GDS2695,Teratozoospermia (HumanRef-8 BeadChip),Homo sapiens,GPL2700,GSE6968,10
GDS3238,Globular-stage seed compartments,Glycine max,GPL4592,GSE6414,28
GDS2753,Enterohemorrhagic Escherichia coli biofilm response to 7-hydroxyindole and isatin,Escherichia coli,GPL3154,GSE6195,4
GDS2678,Brain regions of humans and chimpanzees,Pan troglodytes...,GPL8300,GSE7540,37
GDS2677,Capreomycin effect on Mycobacterium tuberculosis,Mycobacterium tuberculosis...,GPL4519,GSE7588,4
GDS3506,Humanized gnotobiotic mouse model response to foodborne enteropathogen Listeria monocytogenes: ileum,Mus musculus,GPL81,GSE7013,20
GDS2680,Formaldehyde effect on nasal epithelium: dose response and time course,Rattus norvegicus,GPL1355,GSE7002,98
GDS2647,Asthma model: lungs,Mus musculus,GPL1261,GSE6858,16
GDS3239,Heart-stage seed compartments,Glycine max,GPL4592,GSE7511,23
GDS2718,Transcription factor Zfx deficiency effect on embryonic and hematopoietic stem cells,Mus musculus,GPL1261,GSE7069,8
GDS2707,Neuralized embryoid bodies response to Hedgehog agonist,Mus musculus,GPL1261,GSE4936,8
GDS2691,Serine/threonine kinase Tao-1 dominant negative mutation effect on pole cells,Drosophila melanogaster,GPL4336,GSE7318,4
GDS2705,PPARgamma agonist and platinum-based drug effect on adenocarcinoma cell line,Homo sapiens,GPL96,GSE7035,8
GDS2830,Strains resistant to environmental stresses,Drosophila melanogaster,GPL72,GSE6558,24
GDS2734,DNA-associated protein Stonewall deficiency effect on ovaries,Drosophila melanogaster,GPL1322,GSE6928,6
GDS2883,LEDGF/p75 transcription factor deficiency effect on T-cell line,Homo sapiens,GPL570,GSE7508,6
GDS2725,Conditionally immortalized astrocyte cell line response to T-antigen inactivation,Rattus norvegicus,GPL341,GSE7501,4
GDS3029,Small-cell lung carcinoma cell lines of varying sensitivity to a Bcl-2 antagonist,Homo sapiens,GPL571,GSE7097,34
GDS2629,Epithelial transcription factor Get-1 deficiency effect on embryonic skin,Mus musculus,GPL1261,GSE7381,6
GDS2823,SOD1-G93A mutant model of amyotrophic lateral sclerosis: embryonic motor neurons,Rattus norvegicus,GPL1355,GSE7493,9
GDS3004,Heat stress effect on an epithelial cell line,Homo sapiens,GPL8300,GSE7458,13
GDS2748,Homeodomain protein Lim1 deficiency effect on embryonic renal vesicles,Mus musculus,GPL1261,GSE7257,9
GDS2663,Mre11 deficient sporulating cells,Saccharomyces cerevisiae,GPL90,GSE6620,8
GDS2608,Antipsychotic agent olanzapine effect on the brain frontal cortex,Rattus norvegicus,GPL1355,GSE2547,8
GDS2835,Ovarian endometriosis,Homo sapiens,GPL570,GSE7305,20
GDS2640,Multiple myeloma model,Mus musculus,GPL1261,GSE6980,16
GDS2603,Arsenite and p53 effect on G2 synchronized fibroblasts,Homo sapiens,GPL8300,GSE7101,16
GDS2932,TGF-beta effect on normal and tumor cell lines: time course,Homo sapiens,GPL3515,GSE7436,12
GDS2694,Silent Information Regulator 2-related gene OsSRT1 knockdown effect on rice leaves,Oryza sativa,GPL2025,GSE7197,6
GDS2935,Allergic contact dermatitis: time course,Homo sapiens,GPL570,GSE6281,34
GDS2741,TCR-alpha/beta CD8-alpha/alpha intestinal intraepithelial lymphocytes,Mus musculus,GPL81,GSE5355,6
GDS2706,Philadelphia chromosome positive acute lymphoblastic leukemia cell lines response to imatinib mesylate,Homo sapiens,GPL571,GSE7182,4
GDS2687,Kruppel-like factor 15 deficient liver and skeletal muscle response to fasting,Mus musculus,GPL8321,GSE7137,16
GDS2827,ERalpha-negative ERbeta-positive breast carcinoma response to tamoxifen,Homo sapiens,GPL3883,GSE6577,88
GDS2789,LIM homeobox protein cofactor dominant negative form effect on breast cancer cell line,Homo sapiens,GPL570,GSE7382,6
GDS2788,LIM-only protein 4 induction effect on breast cancer cell line (HG-U133B),Homo sapiens,GPL97,GSE7382,6
GDS2787,LIM-only protein 4 induction effect on breast cancer cell line (HG-U133A),Homo sapiens,GPL96,GSE7382,6
GDS2736,Malignant fibrous histiocytoma and various soft tissue sarcomas,Homo sapiens,GPL96,GSE6481,105
GDS2779,Lymphoblastoid cell lines from monozygotic twin pairs discordant for bipolar disorder,Homo sapiens,GPL570,GSE7036,6
GDS2722,Barley cultivars response to salinity stress,Hordeum vulgare,GPL1340,GSE6325,24
GDS2708,Quercetin effect on cultured cardiomyocytes: time course,Rattus norvegicus,GPL890,GSE7222,6
GDS2658,Histone deacetylase Sirt1 overexpression effect on the heart,Mus musculus,GPL1261,GSE7407,4
GDS2641,IRAK-4 kinase deficient fibroblast response to IL-1: time course,Mus musculus,GPL1261,GSE6789,12
GDS2614,miRNA-1-2 knockout effect on the heart,Mus musculus,GPL1261,GSE7333,6
GDS2739,Hyperplastic enlarged lobular units: epithelial cells,Homo sapiens,GPL1352,GSE7377,16
GDS2740,Lengthening and shortening contractions effect on the muscle: time course,Homo sapiens,GPL246,GSE7286,24
GDS2651,Macrophage cell line response to Chlamydia pneumoniae infection,Mus musculus,GPL81,GSE6690,4
GDS2650,Signal transduction adaptor MyD88 deficient lung response to Chlamydia pneumoniae infection,Mus musculus,GPL339,GSE6688,12
GDS2656,Fetal and adult reticulocytes (HG-U133B),Homo sapiens,GPL97,GSE6236,28
GDS2655,Fetal and adult reticulocytes (HG-U133A),Homo sapiens,GPL96,GSE6236,28
GDS3033,Dicer inactivation effect on the embryonic heart,Mus musculus,GPL5025,GSE7343,6
GDS2693,p38alpha deficiency effect on the fetal liver,Mus musculus,GPL1261,GSE7342,12
GDS2627,Chromosome 4-specific protein Painting of fourth D2 mutant,Drosophila melanogaster,GPL72,GSE5984,7
GDS2619,Chromosome 4-specific protein Painting of fourth D119 mutant,Drosophila melanogaster,GPL1322,GSE6839,6
GDS2773,Endothelial cell response to chronic activation by tumor necrosis factor,Mus musculus,GPL1261,GSE4518,12
GDS2609,Early onset colorectal cancer: normal-appearing colonic mucosa,Homo sapiens,GPL570,GSE4107,22
GDS2774,Transcription factor Nurr1 overexpression induced by depolarization effect on midbrain neurons in vitro,Rattus norvegicus,GPL341,GSE4551,12
GDS2631,Anoxia effect on rice coleoptiles,Oryza sativa,GPL2025,GSE6908,4
GDS2635,Invasive ductal and lobular breast carcinomas,Homo sapiens,GPL570,GSE5764,30
GDS2639,Aging and cognitive impairment: hippocampus,Rattus norvegicus,GPL341,GSE5666,78
GDS3366,Neocortical and cerebellar astrocytes,Mus musculus,GPL1261,GSE5582,6
GDS2826,Sickle cell anemia model: brain response to naloxone,Mus musculus,GPL4464,GSE6578,6
GDS2699,Mesenchymal and epithelial compartments of the developing intestine,Mus musculus,GPL1261,GSE6383,6
GDS2610,Glycerol kinase deficiency effect on brown adipose tissue,Mus musculus,GPL1261,GSE4656,7
GDS2652,Neonatal brain response to docosahexaenoic acid supplemented formulas,Papio anubis...,GPL570,GSE6519,12
GDS2618,Tumorigenic breast cancer cells (HG-U133B),Homo sapiens,GPL97,GSE6883,12
GDS2617,Tumorigenic breast cancer cells (HG-U133A),Homo sapiens,GPL96,GSE6883,12
GDS2611,Interleukin-20 subfamily cytokines effect on epidermal keratinocytes,Homo sapiens,GPL570,GSE7216,25
GDS2727,Estrogen-related receptor alpha deficiency effect on the heart,Mus musculus,GPL1261,GSE7196,6
GDS3030,Saccharomyces cerevisiae response to shift from anaerobic to aerobic growth: time course,Saccharomyces cerevisiae,GPL4873,GSE7140,6
GDS2728,CD133+ and CD133- glioblastoma-derived cancer stem cell lines,Homo sapiens,GPL570,GSE7181,6
GDS2917,Various brain regions of several inbred strains,Mus musculus,GPL1261,GSE4734,61
GDS2605,Niacin-bound chromium effect on the subcutaneous fat tissue of a model for type 2 diabetes with obesity,Mus musculus,GPL1261,GSE4420,8
GDS2604,Asbestos effect on epithelial and mesothelial lung cell lines: time course,Homo sapiens,GPL570,GSE6013,27
GDS2791,Skeletal muscle response to insulin infusion (HG-U133A),Homo sapiens,GPL96,GSE7146,12
GDS2790,Skeletal muscle response to insulin infusion (HuGeneFL),Homo sapiens,GPL80,GSE7146,12
GDS2781,Nonsense mediated decay factor UPF1 depletion,Homo sapiens,GPL96,GSE7009,6
GDS2780,Heavy metals effect on liver cell line,Homo sapiens,GPL201,GSE6907,30
GDS2733,Cytosine arabinoside effect on Ewing's sarcoma cell line: time course and dose response,Homo sapiens,GPL4685,GSE6930,68
GDS2730,mRNA cap-binding protein ABH1 mutant response to abscisic acid,Arabidopsis thaliana,GPL198,GSE7112,8
GDS2704,Transcription factor CHF1/Hey2 null smooth muscle cell response to platelet-derived growth factor: time course,Mus musculus,GPL1261,GSE6526,16
GDS2645,Irradiation effect on peripheral blood mononuclear cells: dose response,Mus musculus,GPL4783,GSE6873,28
GDS2643,Waldenstrom's macroglobulinemia: B lymphocytes and plasma cells,Homo sapiens,GPL96,GSE6691,56
GDS2642,Crohn's disease and ulcerative colitis,Homo sapiens,GPL8300,GSE6731,36
GDS2623,Epidermal growth factor effect on cervical carcinoma cell line: time course,Homo sapiens,GPL96,GSE6783,7
GDS2622,Epidermal growth factor effect on mammary epithelial cell line: time course,Homo sapiens,GPL571,GSE6784,13
GDS3147,GL7 determinant in various B-cell lines,Homo sapiens,GPL3465,GSE4407,6
GDS3110,Hypothalamic hamartoma and central precocious puberty,Homo sapiens,GPL96,GSE7142,4
GDS2925,Various weak organic acids effect on anaerobic yeast chemostat cultures,Saccharomyces cerevisiae,GPL90,GSE5926,15
GDS2606,Bronchial epithelial cell line response to various airway pathogens,Homo sapiens,GPL571,GSE6802,11
GDS2729,Cyclophosphamide-resistant chronic myelogenous leukemia cell line,Homo sapiens,GPL8300,GSE7114,10
GDS3052,Various normal tissues,Mus musculus,GPL1261,GSE1986,17
GDS2649,HIV infection effect on CD4+ and CD8+ T cells,Homo sapiens,GPL96,GSE6740,40
GDS3234,Leaf response to fungal pathogen Phakopsora pachyrhizi,Glycine max,GPL4592,GSE7108,6
GDS2731,Retinoblastoma binding protein RBP2 deficiency effect on embryonic fibroblasts,Mus musculus,GPL1261,GSE6945,4
GDS2653,Sequestosome 1 and dipeptidylpeptidase III overexpression effect on neuroblastoma cell line,Homo sapiens,GPL570,GSE6451,6
GDS2607,Polyunsaturated fatty acids effect on cardiomyocytes,Rattus norvegicus,GPL890,GSE4327,4
GDS2916,Liver reponse to an atherogenic diet and atorvastatin treatment,Mus musculus,GPL339,GSE4285,5
GDS2628,Vitamin D effect on bronchial smooth muscle cells,Homo sapiens,GPL570,GSE5145,6
GDS3092,Endometriosis,Homo sapiens,GPL2895,GSE5108,22
GDS2709,Ventilator-associated lung induced injury resistant and sensitive strains,Rattus norvegicus,GPL1355,GSE7041,12
GDS2633,Cytokinin-inducible type-A response regulator OsRR6 overexpression effect on rice leaves,Oryza sativa,GPL2025,GSE6720,4
GDS2632,Cytokinin effect on rice roots and leaves: time course,Oryza sativa,GPL2025,GSE6719,24
GDS2904,Hematopoietic stem cell response to uridine triphosphate: time course,Homo sapiens,GPL96,GSE3005,6
GDS2630,Proapoptotic BH3-only protein Nix deficiency effect on the spleen,Mus musculus,GPL1261,GSE7020,8
GDS2882,Cerebral cortex and hypothalamus response to sleep and sleep deprivation: time course,Mus musculus,GPL1261,GSE6514,90
GDS2682,Conjunctiva and cornea comparison,Homo sapiens,GPL96,GSE5543,6
GDS2577,Regenerating liver and developing embryonic liver comparison,Mus musculus,GPL1261,GSE6998,32
GDS3253,MAP kinase PMK-1 and transcription factor DAF-16 deletion mutants,Caenorhabditis elegans,GPL200,GSE5801,9
GDS3252,Young adult response to Pseudomonas aeruginosa PA14: time course,Caenorhabditis elegans,GPL200,GSE5793,18
GDS2749,Immature dendritic cell response to Aspergillus fumigatus infection in vitro,Homo sapiens,GPL570,GSE6965,4
GDS2561,Cdk7 complex subunit menage-a-trois 1 deficiency effect on hearts,Mus musculus,GPL81,GSE6662,15
GDS2732,"2-(3,4,5-trimethoxyphenylamino)-pyrrolo[2,3-d]pyrimidine effect on epidermal keratinocytes: time course",Homo sapiens,GPL96,GSE6932,18
GDS2613,Rett syndrome: brain frontal cortex,Homo sapiens,GPL8300,GSE6955,6
GDS2602,COX-1 or COX-2 knockout effect in brain,Mus musculus,GPL4006,GSE5342,30
GDS2977,Host bladder urothelial response to intracellular bacterial communities,Mus musculus,GPL8321,GSE6419,8
GDS2892,Optineurin depletion,Homo sapiens,GPL570,GSE6819,6
GDS3402,Two distinct isogenic mesenchymal stem/stromal cell populations from umbilical cord blood (HG-U133B),Homo sapiens,GPL97,GSE6029,9
GDS3401,Two distinct isogenic mesenchymal stem/stromal cell populations from umbilical cord blood (HG-U133A),Homo sapiens,GPL96,GSE6029,9
GDS2777,Bexarotene effect on gemcitabine resistant non-small lung cancer cell line,Homo sapiens,GPL96,GSE6914,20
GDS2719,Embryonic gonad development,Mus musculus,GPL1261,GSE6916,20
GDS2616,Mammary epithelial cell response to genistein and soy proteins,Rattus norvegicus,GPL341,GSE6879,10
GDS2550,Recycling factor p110 mutation effect on embryonic development,Danio rerio,GPL1319,GSE5586,10
GDS2686,MyD88 deficient macrophage response to zymosan,Mus musculus,GPL1261,GSE6376,4
GDS2547,Metastatic prostate cancer (HG-U95C),Homo sapiens,GPL93,GSE6919,164
GDS2546,Metastatic prostate cancer (HG-U95B),Homo sapiens,GPL92,GSE6919,167
GDS2545,Metastatic prostate cancer (HG-U95A),Homo sapiens,GPL8300,GSE6919,171
GDS2530,Retinoblastomas with loss of heterozygosity at chromosome 16q,Homo sapiens,GPL96,GSE5222,12
GDS2750,Immature dendritic cell response to hypoxia in vitro,Homo sapiens,GPL570,GSE6863,6
GDS2848,Notch1 deficiency effect on hair follicles,Mus musculus,GPL1261,GSE6867,6
GDS2646,Homocysteine effect on cardiac neural crest cells,Gallus gallus,GPL3213,GSE6868,6
GDS2565,Endothelial cell response to ultrafine particles,Homo sapiens,GPL570,GSE4567,8
GDS2720,Forkhead O deficiency effect on hematopoietic stem cells,Mus musculus,GPL1261,GSE6623,12
GDS2556,Embryonic retinal pigment epithelium,Danio rerio,GPL1319,GSE5048,6
GDS2525,Foxp3 ablation effect on mature regulatory T cells,Mus musculus,GPL1261,GSE6681,4
GDS2654,Neurological aging models: retinas and hippocampi,Mus musculus,GPL81,GSE6238,27
GDS2662,Various adult tissues (Mu11K-B),Mus musculus,GPL76,GSE6795,5
GDS2661,Various adult tissues (Mu11K-A),Mus musculus,GPL75,GSE6795,5
GDS2660,Adipogenesis in vitro (Mu11K-B),Mus musculus,GPL76,GSE6795,10
GDS2659,Adipogenesis in vitro (Mu11K-A),Mus musculus,GPL75,GSE6795,10
GDS2523,Leaf Response to Aphid Feeding,Arabidopsis thaliana,GPL198,GSE6823,6
GDS2522,Pyocyanin treatment: dose response,Saccharomyces cerevisiae,GPL90,GSE6185,6
GDS2552,Small intestine response to Aeromonas caviae infection,Mus musculus,GPL1261,GSE6765,9
GDS2520,Head and neck squamous cell carcinoma,Homo sapiens,GPL8300,GSE6631,44
GDS2683,Terephthalate effect on Rhodococcus sp. strain RHA1,Rhodococcus jostii RHA1,GPL3918,GSE6685,6
GDS2648,Palmitate effect on myoblast cell line,Mus musculus,GPL8321,GSE6766,6
GDS2624,Histone deacetylase-2 deficiency effect on the embryonic heart,Mus musculus,GPL1261,GSE6770,4
GDS2518,Psoriatic plaques,Homo sapiens,GPL96,GSE6710,26
GDS2529,Basal plate of the placenta from midgestation to term (HG-U133B),Homo sapiens,GPL97,GSE5999,36
GDS2528,Basal plate of the placenta from midgestation to term (HG-U133A),Homo sapiens,GPL96,GSE5999,36
GDS2975,TGF-beta 1 effect on immortalized ovarian surface epithelial cell line: time course,Homo sapiens,GPL570,GSE6653,8
GDS2974,TGF-beta overexpression effect on the cornea,Mus musculus,GPL1261,GSE6676,8
GDS2540,Activity-dependent neuroprotective protein null mutation effect on embryos,Mus musculus,GPL339,GSE4068,7
GDS2521,Megakaryocytes at successive stages of maturation,Mus musculus,GPL339,GSE6593,9
GDS2769,Non-coding roX1 and roX2 RNA deficiency effect on larvae,Drosophila melanogaster,GPL1322,GSE3990,6
GDS2625,mRNA decapping activator edc3 null mutant,Saccharomyces cerevisiae,GPL90,GSE6647,10
GDS3197,Transcriptional coactivator PGC-1beta hypomorphic mutation effect on the liver,Mus musculus,GPL1261,GSE6210,6
GDS2772,Sevoflurane and propofol effect on the heart during off-pump coronary artery bypass graft surgery,Homo sapiens,GPL570,GSE4386,40
GDS2638,Uterus response to 17beta-estradiol: time course,Mus musculus,GPL81,GSE6219,6
GDS2575,Homeobox protein Hoxb1a deficiency effect on the embryonic hindbrain,Danio rerio,GPL3721,GSE5199,9
GDS2548,Preeclampsia: uteroplacental tissues,Homo sapiens,GPL570,GSE6573,6
GDS2535,Vanadium pentoxide effect on lung fibroblasts: time course,Homo sapiens,GPL571,GSE5339,45
GDS2515,Transcriptional coactivator PGC-1beta hypomorphic mutation effect on the skeletal muscle,Mus musculus,GPL1261,GSE6210,6
GDS2754,Exhaustive exercise effect on peripheral blood mononuclear cells and T lymphocytes,Homo sapiens,GPL571,GSE6053,12
GDS2701,Contraction- and freeze-injured skeletal muscles: time course,Mus musculus,GPL81,GSE5413,25
GDS2636,Retinoschisis model,Mus musculus,GPL339,GSE5581,6
GDS2576,Microgravity effect on osteoblasts,Mus musculus,GPL1261,GSE4658,6
